"Codigo" "DataHora" "ChuvaHoraria" "Nivel" "Vazao"
"66650000" "2024-11-09 13:45:00" " 0.0" " 196" "129.55"
"66650000" "2024-11-09 13:30:00" " 0.0" " 196" "129.55"
"66650000" "2024-11-09 13:15:00" " 0.0" " 196" "129.55"
"66650000" "2024-11-09 13:00:00" " 0.0" " 196" "129.55"
"66650000" "2024-11-09 12:45:00" " 0.0" " 196" "129.55"
"66650000" "2024-11-09 12:30:00" " 0.0" " 196" "129.55"
"66650000" "2024-11-09 12:15:00" " 0.0" " 196" "129.55"
"66650000" "2024-11-09 12:00:00" " 0.0" " 196" "129.55"
"66650000" "2024-11-09 11:45:00" " 0.0" " 196" "129.55"
"66650000" "2024-11-09 11:30:00" " 0.0" " 196" "129.55"
"66650000" "2024-11-09 11:15:00" " 0.0" " 196" "129.55"
"66650000" "2024-11-09 11:00:00" " 0.0" " 196" "129.55"
"66650000" "2024-11-09 10:45:00" " 0.0" " 196" "129.55"
"66650000" "2024-11-09 10:30:00" " 0.0" " 196" "129.55"
"66650000" "2024-11-09 10:15:00" " 0.0" " 196" "129.55"
"66650000" "2024-11-09 10:00:00" " 0.0" " 196" "129.55"
"66650000" "2024-11-09 09:45:00" " 0.0" " 196" "129.55"
"66650000" "2024-11-09 09:30:00" " 0.0" " 196" "129.55"
"66650000" "2024-11-09 09:15:00" " 0.0" " 196" "129.55"
"66650000" "2024-11-09 09:00:00" " 0.0" " 196" "129.55"
"66650000" "2024-11-09 08:45:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-09 08:30:00" " 0.0" " 196" "129.55"
"66650000" "2024-11-09 08:15:00" " 0.0" " 196" "129.55"
"66650000" "2024-11-09 08:00:00" " 0.0" " 196" "129.55"
"66650000" "2024-11-09 07:45:00" " 0.0" " 196" "129.55"
"66650000" "2024-11-09 07:30:00" " 0.0" " 196" "129.55"
"66650000" "2024-11-09 07:15:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-09 07:00:00" " 0.0" " 196" "129.55"
"66650000" "2024-11-09 06:45:00" " 0.0" " 196" "129.55"
"66650000" "2024-11-09 06:30:00" " 0.0" " 196" "129.55"
"66650000" "2024-11-09 06:15:00" " 0.0" " 196" "129.55"
"66650000" "2024-11-09 06:00:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-09 05:45:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-09 05:30:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-09 05:15:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-09 05:00:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-09 04:45:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-09 04:30:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-09 04:15:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-09 04:00:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-09 03:45:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-09 03:30:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-09 03:15:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-09 03:00:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-09 02:45:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-09 02:30:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-09 02:15:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-09 02:00:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-09 01:45:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-09 01:30:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-09 01:15:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-09 01:00:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-09 00:45:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-09 00:30:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-09 00:15:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-09 00:00:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-08 23:45:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-08 23:30:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-08 23:15:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-08 23:00:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-08 22:45:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-08 22:30:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-08 22:15:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-08 20:00:00" " 0.0" " 198" "132.06"
"66650000" "2024-11-08 19:45:00" " 0.0" " 198" "132.06"
"66650000" "2024-11-08 19:30:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-08 19:15:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-08 19:00:00" " 0.0" " 198" "132.06"
"66650000" "2024-11-08 18:45:00" " 0.0" " 198" "132.06"
"66650000" "2024-11-08 18:30:00" " 0.0" " 198" "132.06"
"66650000" "2024-11-08 18:15:00" " 0.0" " 198" "132.06"
"66650000" "2024-11-08 18:00:00" " 0.0" " 198" "132.06"
"66650000" "2024-11-08 17:45:00" " 0.0" " 198" "132.06"
"66650000" "2024-11-08 17:30:00" " 0.0" " 198" "132.06"
"66650000" "2024-11-08 17:15:00" " 0.0" " 198" "132.06"
"66650000" "2024-11-08 17:00:00" " 0.0" " 198" "132.06"
"66650000" "2024-11-08 16:45:00" " 0.0" " 198" "132.06"
"66650000" "2024-11-08 16:30:00" " 0.0" " 198" "132.06"
"66650000" "2024-11-08 16:15:00" " 0.0" " 198" "132.06"
"66650000" "2024-11-08 16:00:00" " 0.0" " 198" "132.06"
"66650000" "2024-11-08 15:45:00" " 0.0" " 198" "132.06"
"66650000" "2024-11-08 15:30:00" " 0.0" " 198" "132.06"
"66650000" "2024-11-08 15:15:00" " 0.0" " 198" "132.06"
"66650000" "2024-11-08 15:00:00" " 0.0" " 198" "132.06"
"66650000" "2024-11-08 14:45:00" " 0.0" " 198" "132.06"
"66650000" "2024-11-08 14:30:00" " 0.0" " 198" "132.06"
"66650000" "2024-11-08 14:15:00" " 0.0" " 198" "132.06"
"66650000" "2024-11-08 14:00:00" " 0.0" " 198" "132.06"
"66650000" "2024-11-08 13:45:00" " 0.0" " 198" "132.06"
"66650000" "2024-11-08 13:30:00" " 0.0" " 198" "132.06"
"66650000" "2024-11-08 13:15:00" " 0.0" " 198" "132.06"
"66650000" "2024-11-08 13:00:00" " 0.0" " 198" "132.06"
"66650000" "2024-11-08 12:45:00" " 0.0" " 198" "132.06"
"66650000" "2024-11-08 12:30:00" " 0.0" " 198" "132.06"
"66650000" "2024-11-08 12:15:00" " 0.0" " 198" "132.06"
"66650000" "2024-11-08 12:00:00" " 0.0" " 198" "132.06"
"66650000" "2024-11-08 11:45:00" " 0.0" " 198" "132.06"
"66650000" "2024-11-08 11:30:00" " 0.0" " 198" "132.06"
"66650000" "2024-11-08 11:15:00" " 0.0" " 198" "132.06"
"66650000" "2024-11-08 11:00:00" " 0.0" " 198" "132.06"
"66650000" "2024-11-08 10:45:00" " 0.0" " 198" "132.06"
"66650000" "2024-11-08 10:30:00" " 0.0" " 198" "132.06"
"66650000" "2024-11-08 10:15:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-08 10:00:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-08 09:45:00" " 0.0" " 198" "132.06"
"66650000" "2024-11-08 09:30:00" " 0.0" " 198" "132.06"
"66650000" "2024-11-08 09:15:00" " 0.0" " 198" "132.06"
"66650000" "2024-11-08 09:00:00" " 0.0" " 198" "132.06"
"66650000" "2024-11-08 08:45:00" " 0.0" " 198" "132.06"
"66650000" "2024-11-08 08:30:00" " 0.0" " 198" "132.06"
"66650000" "2024-11-08 08:15:00" " 0.0" " 198" "132.06"
"66650000" "2024-11-08 08:00:00" " 0.0" " 198" "132.06"
"66650000" "2024-11-08 07:45:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-08 07:30:00" " 0.0" " 198" "132.06"
"66650000" "2024-11-08 07:15:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-08 07:00:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-08 06:45:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-08 06:30:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-08 06:15:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-08 06:00:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-08 05:45:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-08 05:30:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-08 05:15:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-08 05:00:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-08 04:45:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-08 04:30:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-08 04:15:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-08 04:00:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-08 03:45:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-08 03:30:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-08 03:15:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-08 03:00:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-08 02:45:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-08 02:30:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-08 02:15:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-08 02:00:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-08 01:45:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-08 01:30:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-08 01:15:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-08 01:00:00" " 0.0" " 196" "129.55"
"66650000" "2024-11-08 00:45:00" " 0.0" " 196" "129.55"
"66650000" "2024-11-08 00:30:00" " 0.0" " 196" "129.55"
"66650000" "2024-11-08 00:15:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-08 00:00:00" " 0.0" " 196" "129.55"
"66650000" "2024-11-07 23:45:00" " 0.0" " 196" "129.55"
"66650000" "2024-11-07 23:30:00" " 0.0" " 196" "129.55"
"66650000" "2024-11-07 23:15:00" " 0.0" " 196" "129.55"
"66650000" "2024-11-07 23:00:00" " 0.0" " 196" "129.55"
"66650000" "2024-11-07 22:45:00" " 0.0" " 196" "129.55"
"66650000" "2024-11-07 22:30:00" " 0.0" " 196" "129.55"
"66650000" "2024-11-07 22:15:00" " 0.0" " 196" "129.55"
"66650000" "2024-11-07 22:00:00" " 0.0" " 196" "129.55"
"66650000" "2024-11-07 21:45:00" " 0.0" " 196" "129.55"
"66650000" "2024-11-07 21:30:00" " 0.0" " 196" "129.55"
"66650000" "2024-11-07 21:15:00" " 0.0" " 196" "129.55"
"66650000" "2024-11-07 21:00:00" " 0.0" " 196" "129.55"
"66650000" "2024-11-07 20:45:00" " 0.0" " 195" "128.31"
"66650000" "2024-11-07 20:30:00" " 0.0" " 195" "128.31"
"66650000" "2024-11-07 20:15:00" " 0.0" " 196" "129.55"
"66650000" "2024-11-07 20:00:00" " 0.0" " 195" "128.31"
"66650000" "2024-11-07 19:45:00" " 0.0" " 195" "128.31"
"66650000" "2024-11-07 19:30:00" " 0.0" " 195" "128.31"
"66650000" "2024-11-07 19:15:00" " 0.0" " 195" "128.31"
"66650000" "2024-11-07 19:00:00" " 0.0" " 195" "128.31"
"66650000" "2024-11-07 18:45:00" " 0.0" " 195" "128.31"
"66650000" "2024-11-07 18:30:00" " 0.0" " 195" "128.31"
"66650000" "2024-11-07 18:15:00" " 0.0" " 195" "128.31"
"66650000" "2024-11-07 18:00:00" " 0.0" " 195" "128.31"
"66650000" "2024-11-07 17:45:00" " 0.0" " 195" "128.31"
"66650000" "2024-11-07 17:30:00" " 0.0" " 195" "128.31"
"66650000" "2024-11-07 17:15:00" " 0.0" " 195" "128.31"
"66650000" "2024-11-07 17:00:00" " 0.0" " 195" "128.31"
"66650000" "2024-11-07 16:45:00" " 0.0" " 195" "128.31"
"66650000" "2024-11-07 16:30:00" " 0.0" " 195" "128.31"
"66650000" "2024-11-07 16:15:00" " 0.0" " 195" "128.31"
"66650000" "2024-11-07 16:00:00" " 0.0" " 195" "128.31"
"66650000" "2024-11-07 15:45:00" " 0.0" " 195" "128.31"
"66650000" "2024-11-07 15:30:00" " 0.0" " 195" "128.31"
"66650000" "2024-11-07 15:15:00" " 0.0" " 195" "128.31"
"66650000" "2024-11-07 15:00:00" " 0.0" " 195" "128.31"
"66650000" "2024-11-07 14:45:00" " 0.0" " 195" "128.31"
"66650000" "2024-11-07 14:30:00" " 0.0" " 194" "127.07"
"66650000" "2024-11-07 14:15:00" " 0.0" " 194" "127.07"
"66650000" "2024-11-07 14:00:00" " 0.0" " 194" "127.07"
"66650000" "2024-11-07 13:45:00" " 0.0" " 194" "127.07"
"66650000" "2024-11-07 13:30:00" " 0.0" " 194" "127.07"
"66650000" "2024-11-07 13:15:00" " 0.0" " 194" "127.07"
"66650000" "2024-11-07 13:00:00" " 0.0" " 194" "127.07"
"66650000" "2024-11-07 12:45:00" " 0.0" " 194" "127.07"
"66650000" "2024-11-07 12:30:00" " 0.0" " 194" "127.07"
"66650000" "2024-11-07 12:15:00" " 0.0" " 194" "127.07"
"66650000" "2024-11-07 12:00:00" " 0.0" " 194" "127.07"
"66650000" "2024-11-07 11:45:00" " 0.0" " 194" "127.07"
"66650000" "2024-11-07 11:30:00" " 0.0" " 194" "127.07"
"66650000" "2024-11-07 11:15:00" " 0.0" " 194" "127.07"
"66650000" "2024-11-07 11:00:00" " 0.0" " 194" "127.07"
"66650000" "2024-11-07 10:45:00" " 0.0" " 194" "127.07"
"66650000" "2024-11-07 10:30:00" " 0.0" " 194" "127.07"
"66650000" "2024-11-07 10:15:00" " 0.0" " 194" "127.07"
"66650000" "2024-11-07 10:00:00" " 0.0" " 193" "125.83"
"66650000" "2024-11-07 09:45:00" " 0.0" " 193" "125.83"
"66650000" "2024-11-07 09:30:00" " 0.0" " 194" "127.07"
"66650000" "2024-11-07 09:15:00" " 0.0" " 193" "125.83"
"66650000" "2024-11-07 09:00:00" " 0.0" " 193" "125.83"
"66650000" "2024-11-07 08:45:00" " 0.0" " 193" "125.83"
"66650000" "2024-11-07 08:30:00" " 0.0" " 193" "125.83"
"66650000" "2024-11-07 08:15:00" " 0.0" " 193" "125.83"
"66650000" "2024-11-07 08:00:00" " 0.0" " 193" "125.83"
"66650000" "2024-11-07 07:45:00" " 0.0" " 193" "125.83"
"66650000" "2024-11-07 07:30:00" " 0.0" " 193" "125.83"
"66650000" "2024-11-07 07:15:00" " 0.0" " 193" "125.83"
"66650000" "2024-11-07 07:00:00" " 0.0" " 193" "125.83"
"66650000" "2024-11-07 06:45:00" " 0.0" " 193" "125.83"
"66650000" "2024-11-07 06:30:00" " 0.0" " 193" "125.83"
"66650000" "2024-11-07 06:15:00" " 0.0" " 193" "125.83"
"66650000" "2024-11-07 06:00:00" " 0.0" " 193" "125.83"
"66650000" "2024-11-07 05:45:00" " 0.0" " 193" "125.83"
"66650000" "2024-11-07 05:30:00" " 0.0" " 193" "125.83"
"66650000" "2024-11-07 05:15:00" " 0.0" " 193" "125.83"
"66650000" "2024-11-07 05:00:00" " 0.0" " 193" "125.83"
"66650000" "2024-11-07 04:45:00" " 0.0" " 193" "125.83"
"66650000" "2024-11-07 04:30:00" " 0.0" " 193" "125.83"
"66650000" "2024-11-07 04:15:00" " 0.0" " 193" "125.83"
"66650000" "2024-11-07 04:00:00" " 0.0" " 193" "125.83"
"66650000" "2024-11-07 03:45:00" " 0.0" " 193" "125.83"
"66650000" "2024-11-07 03:30:00" " 0.2" " 193" "125.83"
"66650000" "2024-11-07 03:15:00" " 0.0" " 193" "125.83"
"66650000" "2024-11-07 03:00:00" " 0.0" " 193" "125.83"
"66650000" "2024-11-07 02:45:00" " 0.0" " 193" "125.83"
"66650000" "2024-11-07 02:30:00" " 0.0" " 193" "125.83"
"66650000" "2024-11-07 02:15:00" " 0.0" " 193" "125.83"
"66650000" "2024-11-07 02:00:00" " 0.0" " 193" "125.83"
"66650000" "2024-11-07 01:45:00" " 0.0" " 193" "125.83"
"66650000" "2024-11-07 01:30:00" " 0.0" " 193" "125.83"
"66650000" "2024-11-07 01:15:00" " 0.0" " 193" "125.83"
"66650000" "2024-11-07 01:00:00" " 0.0" " 193" "125.83"
"66650000" "2024-11-07 00:45:00" " 0.0" " 193" "125.83"
"66650000" "2024-11-07 00:30:00" " 0.0" " 193" "125.83"
"66650000" "2024-11-07 00:15:00" " 0.0" " 193" "125.83"
"66650000" "2024-11-07 00:00:00" " 0.0" " 193" "125.83"
"66650000" "2024-11-06 23:45:00" " 0.0" " 193" "125.83"
"66650000" "2024-11-06 23:30:00" " 0.0" " 193" "125.83"
"66650000" "2024-11-06 23:15:00" " 0.0" " 193" "125.83"
"66650000" "2024-11-06 23:00:00" " 0.0" " 193" "125.83"
"66650000" "2024-11-06 22:45:00" " 0.0" " 193" "125.83"
"66650000" "2024-11-06 22:30:00" " 0.0" " 193" "125.83"
"66650000" "2024-11-06 22:15:00" " 0.0" " 193" "125.83"
"66650000" "2024-11-06 22:00:00" " 0.0" " 193" "125.83"
"66650000" "2024-11-06 21:45:00" " 0.0" " 193" "125.83"
"66650000" "2024-11-06 21:30:00" " 0.0" " 193" "125.83"
"66650000" "2024-11-06 21:15:00" " 0.0" " 193" "125.83"
"66650000" "2024-11-06 21:00:00" " 0.0" " 194" "127.07"
"66650000" "2024-11-06 20:45:00" " 0.0" " 194" "127.07"
"66650000" "2024-11-06 20:30:00" " 0.0" " 194" "127.07"
"66650000" "2024-11-06 20:15:00" " 0.0" " 194" "127.07"
"66650000" "2024-11-06 20:00:00" " 0.0" " 194" "127.07"
"66650000" "2024-11-06 19:45:00" " 0.0" " 193" "125.83"
"66650000" "2024-11-06 19:30:00" " 0.0" " 194" "127.07"
"66650000" "2024-11-06 19:15:00" " 0.0" " 194" "127.07"
"66650000" "2024-11-06 19:00:00" " 0.0" " 194" "127.07"
"66650000" "2024-11-06 18:45:00" " 0.0" " 194" "127.07"
"66650000" "2024-11-06 18:30:00" " 0.0" " 194" "127.07"
"66650000" "2024-11-06 18:15:00" " 0.0" " 194" "127.07"
"66650000" "2024-11-06 18:00:00" " 0.2" " 194" "127.07"
"66650000" "2024-11-06 17:45:00" " 0.0" " 194" "127.07"
"66650000" "2024-11-06 17:30:00" " 1.4" " 193" "125.83"
"66650000" "2024-11-06 17:15:00" " 5.4" " 193" "125.83"
"66650000" "2024-11-06 17:00:00" NA NA NA
"66650000" "2024-11-06 16:45:00" NA NA NA
"66650000" "2024-11-06 16:30:00" NA NA NA
"66650000" "2024-11-06 16:15:00" NA NA NA
"66650000" "2024-11-06 16:00:00" " 0.0" " 191" "123.37"
"66650000" "2024-11-06 15:45:00" " 0.0" " 191" "123.37"
"66650000" "2024-11-06 15:30:00" " 0.0" " 191" "123.37"
"66650000" "2024-11-06 15:15:00" " 0.0" " 191" "123.37"
"66650000" "2024-11-06 15:00:00" " 0.0" " 191" "123.37"
"66650000" "2024-11-06 14:45:00" " 0.0" " 191" "123.37"
"66650000" "2024-11-06 14:30:00" " 0.0" " 191" "123.37"
"66650000" "2024-11-06 14:15:00" " 0.0" " 191" "123.37"
"66650000" "2024-11-06 14:00:00" " 0.0" " 191" "123.37"
"66650000" "2024-11-06 13:45:00" " 0.0" " 191" "123.37"
"66650000" "2024-11-06 13:30:00" " 0.0" " 191" "123.37"
"66650000" "2024-11-06 13:15:00" " 0.0" " 191" "123.37"
"66650000" "2024-11-06 13:00:00" " 0.0" " 191" "123.37"
"66650000" "2024-11-06 12:45:00" " 0.0" " 191" "123.37"
"66650000" "2024-11-06 12:30:00" " 0.0" " 190" "122.14"
"66650000" "2024-11-06 12:15:00" " 0.0" " 191" "123.37"
"66650000" "2024-11-06 12:00:00" " 0.0" " 191" "123.37"
"66650000" "2024-11-06 11:45:00" " 0.0" " 191" "123.37"
"66650000" "2024-11-06 11:30:00" " 0.0" " 191" "123.37"
"66650000" "2024-11-06 11:15:00" " 0.0" " 190" "122.14"
"66650000" "2024-11-06 11:00:00" " 0.0" " 190" "122.14"
"66650000" "2024-11-06 10:45:00" " 0.0" " 191" "123.37"
"66650000" "2024-11-06 10:30:00" " 0.0" " 191" "123.37"
"66650000" "2024-11-06 10:15:00" " 0.0" " 190" "122.14"
"66650000" "2024-11-06 10:00:00" " 0.0" " 191" "123.37"
"66650000" "2024-11-06 09:45:00" " 0.0" " 191" "123.37"
"66650000" "2024-11-06 09:30:00" " 0.0" " 191" "123.37"
"66650000" "2024-11-06 09:15:00" " 0.0" " 190" "122.14"
"66650000" "2024-11-06 09:00:00" " 0.0" " 190" "122.14"
"66650000" "2024-11-06 08:45:00" " 0.0" " 190" "122.14"
"66650000" "2024-11-06 08:30:00" " 0.0" " 191" "123.37"
"66650000" "2024-11-06 08:15:00" " 0.0" " 190" "122.14"
"66650000" "2024-11-06 08:00:00" " 0.0" " 190" "122.14"
"66650000" "2024-11-06 07:45:00" " 0.0" " 190" "122.14"
"66650000" "2024-11-06 07:30:00" " 0.0" " 190" "122.14"
"66650000" "2024-11-06 07:15:00" " 0.0" " 190" "122.14"
"66650000" "2024-11-06 07:00:00" " 0.0" " 190" "122.14"
"66650000" "2024-11-06 06:45:00" " 0.0" " 190" "122.14"
"66650000" "2024-11-06 06:30:00" " 0.0" " 190" "122.14"
"66650000" "2024-11-06 06:15:00" " 0.0" " 191" "123.37"
"66650000" "2024-11-06 06:00:00" " 0.0" " 190" "122.14"
"66650000" "2024-11-06 05:45:00" NA NA NA
"66650000" "2024-11-06 05:30:00" NA NA NA
"66650000" "2024-11-06 05:15:00" NA NA NA
"66650000" "2024-11-06 05:00:00" NA NA NA
"66650000" "2024-11-06 04:45:00" NA NA NA
"66650000" "2024-11-06 04:30:00" NA NA NA
"66650000" "2024-11-06 04:15:00" NA NA NA
"66650000" "2024-11-06 04:00:00" NA NA NA
"66650000" "2024-11-06 03:45:00" NA NA NA
"66650000" "2024-11-06 03:30:00" NA NA NA
"66650000" "2024-11-06 03:15:00" NA NA NA
"66650000" "2024-11-06 03:00:00" NA NA NA
"66650000" "2024-11-06 02:45:00" NA NA NA
"66650000" "2024-11-06 02:30:00" NA NA NA
"66650000" "2024-11-06 02:15:00" NA NA NA
"66650000" "2024-11-06 02:00:00" NA NA NA
"66650000" "2024-11-06 01:45:00" NA NA NA
"66650000" "2024-11-06 01:30:00" NA NA NA
"66650000" "2024-11-06 01:15:00" NA NA NA
"66650000" "2024-11-06 01:00:00" NA NA NA
"66650000" "2024-11-06 00:45:00" NA NA NA
"66650000" "2024-11-06 00:30:00" NA NA NA
"66650000" "2024-11-06 00:15:00" NA NA NA
"66650000" "2024-11-06 00:00:00" NA NA NA
"66650000" "2024-11-05 23:45:00" NA NA NA
"66650000" "2024-11-05 23:30:00" NA NA NA
"66650000" "2024-11-05 23:15:00" NA NA NA
"66650000" "2024-11-05 23:00:00" NA NA NA
"66650000" "2024-11-05 22:45:00" NA NA NA
"66650000" "2024-11-05 22:30:00" NA NA NA
"66650000" "2024-11-05 22:15:00" NA NA NA
"66650000" "2024-11-05 22:00:00" NA NA NA
"66650000" "2024-11-05 21:45:00" NA NA NA
"66650000" "2024-11-05 21:30:00" NA NA NA
"66650000" "2024-11-05 21:15:00" NA NA NA
"66650000" "2024-11-05 21:00:00" NA NA NA
"66650000" "2024-11-05 20:45:00" NA NA NA
"66650000" "2024-11-05 20:30:00" NA NA NA
"66650000" "2024-11-05 20:15:00" NA NA NA
"66650000" "2024-11-05 20:00:00" NA NA NA
"66650000" "2024-11-05 19:45:00" NA NA NA
"66650000" "2024-11-05 19:30:00" NA NA NA
"66650000" "2024-11-05 19:15:00" NA NA NA
"66650000" "2024-11-05 19:00:00" NA NA NA
"66650000" "2024-11-05 18:45:00" NA NA NA
"66650000" "2024-11-05 09:00:00" " 0.0" " 189" "120.92"
"66650000" "2024-11-05 08:45:00" " 0.0" " 190" "122.14"
"66650000" "2024-11-05 08:30:00" " 0.0" " 190" "122.14"
"66650000" "2024-11-05 08:15:00" " 0.0" " 190" "122.14"
"66650000" "2024-11-05 08:00:00" " 0.0" " 189" "120.92"
"66650000" "2024-11-05 07:45:00" " 0.0" " 189" "120.92"
"66650000" "2024-11-05 07:30:00" " 0.0" " 190" "122.14"
"66650000" "2024-11-05 07:15:00" " 0.0" " 190" "122.14"
"66650000" "2024-11-05 07:00:00" " 0.0" " 189" "120.92"
"66650000" "2024-11-05 06:45:00" " 0.0" " 189" "120.92"
"66650000" "2024-11-05 06:30:00" " 0.0" " 189" "120.92"
"66650000" "2024-11-05 06:15:00" " 0.0" " 190" "122.14"
"66650000" "2024-11-05 06:00:00" " 0.0" " 189" "120.92"
"66650000" "2024-11-05 05:45:00" " 0.0" " 190" "122.14"
"66650000" "2024-11-05 05:30:00" " 0.0" " 190" "122.14"
"66650000" "2024-11-05 05:15:00" " 0.0" " 190" "122.14"
"66650000" "2024-11-05 05:00:00" " 0.0" " 190" "122.14"
"66650000" "2024-11-05 04:45:00" " 0.0" " 190" "122.14"
"66650000" "2024-11-05 04:30:00" " 0.0" " 190" "122.14"
"66650000" "2024-11-05 04:15:00" " 0.0" " 190" "122.14"
"66650000" "2024-11-05 04:00:00" " 0.0" " 190" "122.14"
"66650000" "2024-11-05 03:45:00" " 0.0" " 189" "120.92"
"66650000" "2024-11-05 03:30:00" " 0.0" " 190" "122.14"
"66650000" "2024-11-05 03:15:00" " 0.0" " 189" "120.92"
"66650000" "2024-11-05 03:00:00" " 0.0" " 189" "120.92"
"66650000" "2024-11-05 02:45:00" " 0.0" " 189" "120.92"
"66650000" "2024-11-05 02:30:00" " 0.0" " 189" "120.92"
"66650000" "2024-11-05 02:15:00" " 0.0" " 190" "122.14"
"66650000" "2024-11-05 02:00:00" " 0.0" " 189" "120.92"
"66650000" "2024-11-05 01:45:00" " 0.0" " 189" "120.92"
"66650000" "2024-11-05 01:30:00" " 0.0" " 190" "122.14"
"66650000" "2024-11-05 01:15:00" " 0.0" " 189" "120.92"
"66650000" "2024-11-05 01:00:00" " 0.0" " 190" "122.14"
"66650000" "2024-11-05 00:45:00" " 0.0" " 190" "122.14"
"66650000" "2024-11-05 00:30:00" " 0.0" " 189" "120.92"
"66650000" "2024-11-05 00:15:00" " 0.0" " 189" "120.92"
"66650000" "2024-11-05 00:00:00" " 0.0" " 190" "122.14"
"66650000" "2024-11-04 23:45:00" " 0.0" " 190" "122.14"
"66650000" "2024-11-04 23:30:00" " 0.0" " 190" "122.14"
"66650000" "2024-11-04 23:15:00" " 0.0" " 189" "120.92"
"66650000" "2024-11-04 23:00:00" " 0.0" " 189" "120.92"
"66650000" "2024-11-04 22:45:00" " 0.0" " 189" "120.92"
"66650000" "2024-11-04 22:30:00" " 0.0" " 189" "120.92"
"66650000" "2024-11-04 22:15:00" " 0.0" " 189" "120.92"
"66650000" "2024-11-04 22:00:00" " 0.0" " 189" "120.92"
"66650000" "2024-11-04 21:45:00" " 0.0" " 190" "122.14"
"66650000" "2024-11-04 21:30:00" " 0.0" " 189" "120.92"
"66650000" "2024-11-04 21:15:00" " 0.0" " 189" "120.92"
"66650000" "2024-11-04 21:00:00" " 0.0" " 189" "120.92"
"66650000" "2024-11-04 20:45:00" " 0.0" " 189" "120.92"
"66650000" "2024-11-04 20:30:00" " 0.0" " 189" "120.92"
"66650000" "2024-11-04 20:15:00" " 0.0" " 189" "120.92"
"66650000" "2024-11-04 20:00:00" " 0.0" " 189" "120.92"
"66650000" "2024-11-04 19:45:00" " 0.0" " 190" "122.14"
